
M'sia(开VPN),#genre#
四川卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225733/index.m3u8
天津卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225698/index.m3u8
安徽卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225691/index.m3u8
山东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225697/index.m3u8
山西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225730/index.m3u8
广东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225701/index.m3u8
广西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225731/index.m3u8
重庆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225692/index.m3u8
吉林卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225680/index.m3u8
云南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225664/index.m3u8
陕西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8
内蒙卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225667/index.m3u8
青海卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225727/index.m3u8
龙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225690/index.m3u8
宁夏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225726/index.m3u8
甘肃卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8
西藏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225723/index.m3u8
新疆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225725/index.m3u8
旅游卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225722/index.m3u8
贵州卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225728/index.m3u8
辽宁卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8
纯享 4 K,http://39.135.138.59:18890/PLTV/88888910/224/3221225786/index.m3u8

港澳,#genre#
央视新闻,https://newscncc.v.wscdns.com/news/news20_1/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
央视新闻,https://newscncc.v.wscdns.com:443/news/news20_1/index.m3u8#https://newstxyc.liveplay.myqcloud.com/news/news20_1_pd.m3u8#https://plmedia20.live.weibo.com/alicdn/4668317338438658.m3u8
凤凰中文,http://zb.ios.ifeng.com/live/05QGDA0CIRK/index.m3u8#http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221228057/index.m3u8#http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225942/1.m3u8#http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225948/1.m3u8#http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226922/index.m3u8
凤凰資訊,http://zb.ios.ifeng.com/live/05QGCOB3T34/index.m3u8#http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225901/index.m3u8#http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226923/index.m3u8#http://183.207.249.35/PLTV/3/224/3221226923/index.m3u8#http://117.169.120.138:8080/live/fhzixun/.m3u8
凤凰香港,http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8#http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8#http://183.207.249.35/PLTV/3/224/3221226975/index.m3u8
凤凰电影,rtmp://ivi.bupt.edu.cn:1935/livetv/fhdy#rtmp://58.200.131.2:1935/livetv/fhdy#rtmp://58.200.131.2/livetv/fhdy
香港HKS,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8#http://zhibo.hkstv.tv/livestream/mutfysrq.flv#https://d2d50uwwyt5mlr.cloudfront.net/h1_cbr_lo_720p.m3u8
now新聞,p5p://0198.02686.cc:16871/5d1a69e80008b03211bea99a766f4b8a.ts


有線新闻,http://pullhls3948069e.live.126.net/live/yxnews123/playlist.m3u8?wsSession=0fd0ff612afabc9a179d1a7e-162782880850234&wsIPSercert=89fb461969562917cb39d6fdf8e36f5c&wsMonitor=0
有線新闻,http://gslb.cdn.hk.chinamobile.com/live/6aec56586c324021927637a750c1811e/cb76365be43b4ba598eb2f2ef3cffcd9-3.m3u8
无线新闻,http://www.chahaoquan.com/wz/epg/tvb.php?id=1#http://www.nettvpro.live/hls/tvb.php?id=1
无线財經,http://www.nettvpro.live/hls/tvb.php?id=2#http://www.chahaoquan.com/wz/epg/tvb.php?id=2
无线直播,http://ye23.win/iptv/tvb.php?id=3#http://www.chahaoquan.com/wz/epg/tvb.php?id=3
无线新闻,rtmp://59.125.103.61/channel/60b4e50239e1b02e8b910c6c?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D

無綫新闻,http://ye23.win/iptv/tvb.php?id=1#http://kkmix2.f3322.net:825/hls/ch1/s.m3u8
無綫資訊,http://ye23.win/iptv/tvb.php?id=2
无线翡翠,http://play.95xiu.com/app/203203203.m3u8#https://cdn.hkdtmb.com/hls/81/index.m3u8#http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1&lv=1&c=0&s=4&v=100&wh=16:9&p=1
无线翡翠,http://116.199.5.51:8114/Fsv_chan_hls_se_idx=188&Fsv_ctype=LIVES&version=9&Fsv_rate_id=1&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=7&Provider_id=.m3u8

无线明珠,,http://pullhls3948069e.live.126.net/live/dsfsdddeee/playlist.m3u8?wsSession=91d8d8bd33deb54be9ce43e1-162782953890626&wsIPSercert=89fb461969562917cb39d6fdf8e36f5c&wsMonitor=0#rtmp://59.125.103.61/channel/60b4e50239e1b02e8b910c62?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
无线明珠,https://r2.weizan.cn/v/949709461_376031286787519325.flv
无线明珠,https://cdn.hkdtmb.com/hls/84/index.m3u8#http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=12&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1

无线 J 2,https://hls.sahudfi8y74933ujk.com:443/j2-2.m3u8#https://cdn.hkdtmb.com/hls/82/index.m3u8#https://h.youtalk.top/hkj2b/49.m3u8#https://b2.sglbz.com/11666/11666.m3u8
无线 J 2,http://kkmix2.f3322.net:825/hls/ch2/s.m3u8
无线 J 2,rtmp://59.125.103.61/channel/60b4e50239e1b02e8b910c5e?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
英皇 C +,http://gslbmeiah.cdn.hk.chinamobile.com/livehls/MOB-U1-NO/index.m3u8#http://gslbmeiah.cdn.hk.chinamobile.com/livehls/MOB-U1-NO/03.m3u8
創世電視,https://cdn.deepcore.online/hlsme/ctv_hk_1080.m3u8#https://cdn.deepcore.online/hlsme/ctv_hk_720.m3u8#https://cdn.deepcore.online/hlsme/ctv_hk.m3u8
时尚频道,http://juyunlive.juyun.tv/live/24950198.m3u8
亚旅衛視,http://jc-qlive-play.jingchangkan.cn/live/3473_200508855_xR9m.m3u8#https://jc-qlive-play.jingchangkan.cn/live/3473_200508855_xR9m.m3u8
香港电台,https://rthkcnews-lh.akamaihd.net/i/rthknews_1@312607/index_190000011_av-b.m3u8#http://rthkcnews-lh.akamaihd.net:80/i/rthknews_1@312607/index_190000011_av-p.m3u8
[V]音乐台,https://livecdn.fptplay.net/foxlive/channelvhd_hls.smil/chunklist_b2500000.m3u8#rtmp://ivi.bupt.edu.cn:1935/livetv/channelv#rtmp://58.200.131.2/livetv/channelv
耀才财经,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8#https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8#http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
亚美卫视,https://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8#http://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8
星空衛視,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=233&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
星空衛視,rtmp://ivi.bupt.edu.cn:1935/livetv/startv#rtmp://58.200.131.2:1935/livetv/startv
国家地理,https://livecdn.fptplay.net/foxlive/natgeohd_hls.smil/chunklist_b2500000.m3u8#rtmp://ivi.bupt.edu.cn:1935/livetv/natlgeo
有线18台,rtmp://59.124.75.153/sat/hk041#rtmp://161.202.204.248/sat/hk041#rtmp://161.202.204.248/sat/hk042
翡翠华丽,http://198.16.106.62:8278/streams/d/Wlt/playlist.m3u8
TVB星河,http://50.7.161.82:8278/streams/d/Xinhe/playlist.m3u8
TVB剧场,http://39.134.216.5/live.hcs.cmvideo.cn:8088/wd_r4/virtuallive/5101059662/150/index.m3u8?&encrypt=1
无线财经,https://r2.weizan.cn/v/949709461_600524113483205221.flv#,rtmp://59.125.103.61/channel/60b4e50239e1b02e8b910c64?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8#http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8#
儒释道经,https://live.ciguang.tv/live/hdtv.m3u8?auth_key=5216465889-0-0-701a98b03302233fc07fa2ee9e85d39b

翡翠台,http://185.207.176.189:8080/channels/tv-81/playlist.m3u8#https://www.nettvpro.live/hls/zjkp.php?id=188#http://61.238.6.49:8000/bysid/1/1.mpeg
明珠台,http://185.207.176.189:8080/channels/tv-84/playlist.m3u8#https://www.nettvpro.live/hls/zjkp.php?id=12#http://61.238.6.49:8001/bysid/2/2.mpeg
TVBJ2,http://185.207.176.189:8080/channels/tv-82/playlist.m3u8#https://bbb.jutianx.com/kkk/bbb.m3u8

无线新聞,http://185.207.176.189:8080/channels/tv-83/playlist.m3u8#https://cdn.hkdtmb.com/hls/83/index.m3u8
无线资讯,http://185.207.176.189:8080/channels/tv-85/playlist.m3u8#https://cdn.hkdtmb.com/hls/85/index.m3u8
港开电视,https://cdn.hkdtmb.com/hls/77/index.m3u8
国际财经,https://cdn.hkdtmb.com/hls/76/index.m3u8

RTHK31,http://185.207.176.189:8080/channels/tv-31/playlist.m3u8#https://cdn.hkdtmb.com/hls/31/index.m3u8
RTHK32,http://185.207.176.189:8080/channels/tv-32/playlist.m3u8#https://cdn.hkdtmb.com/hls/32/index.m3u8
RTHK33,http://185.207.176.189:8080/channels/tv-33/playlist.m3u8#https://cdn.hkdtmb.com/hls/33/index.m3u8
ViU6TV,https://cdn.hkdtmb.com/hls/96/index.m3u8#http://185.207.176.189:8080/channels/tv-96/playlist.m3u8#http://61.238.6.49:8000/bysid/99
ViU TV,https://cdn.hkdtmb.com/hls/99/index.m3u8#http://185.207.176.189:8080/channels/tv-99/playlist.m3u8#http://61.238.6.49:8000/bysid/96
ViU6TV,rtmp://59.125.103.61/channel/60b4e50239e1b02e8b910c66?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
ViU TV,rtmp://59.125.103.61/channel/60b4e50239e1b02e8b910c68?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
塞馬直擊,http://gslb.cdn.hk.chinamobile.com/live/d2afb43f61464fc5a3d3b1b0a4c187a1/11a674a3cca94ceaafab4bd0e2ae634c-2.m3u8

澳亚卫视,http://116.199.5.52:8114/index.m3u8?FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8&Fsv_chan_hls_se_idx=192
澳亚卫视,http://live.mastvnet.com:800/4rlff1m/live.m3u8#http://live.mastvnet.com:800/4rlff1m/1024/live.m3u8#http://live.mastvnet.com:800/4rlff1m/a/live.m3u8
澳门莲花,http://ye23.win/iptv/lotustv2020.php#https://www.nettvpro.live/hls/lotustv.php#http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8
澳门資訊,http://61.244.22.4/ch5/info_ch5.live/master.m3u8#http://61.244.22.5/ch5/info_ch5.live/chunklist_w105010641.m3u8#http://61.244.22.4/ch5/info_ch5.live/chunklist_w1046558591.m3u8
澳门综艺,http://61.244.22.4/ch6/hd_ch6.live/master.m3u8#http://61.244.22.4/ch6/_definst_/hd_ch6.live/playlist.m3u8
澳视澳门,http://61.244.22.4/ch1/ch1.live/playelist.m3u8#http://61.244.22.4/ch1/ch1.live/master.m3u8
澳视葡文,http://61.244.22.4/ch2/ch2.live/playelist.m3u8#http://61.244.22.5/ch2/ch2.live/chunklist_w1632175875.m3u8
澳门卫星,http://61.244.22.4/ch3/ch3.live/playelist.m3u8#http://61.244.22.5/ch3/ch3.live/chunklist_w1228316132.m3u8
澳门体育,http://61.244.22.4/ch4/sport_ch4.live/master.m3u8
澳廣視台,http://61.244.22.4/tv/ch21.live/playlist.m3u8#http://61.244.22.4/tv/ch22.live/playlist.m3u8

港视,#genre#
凤凰中文,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221228057/index.m3u8#https://hnan.cloud/HK/AQtU.m3u8
凤凰资讯,http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221228098/index.m3u8#http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225901/index.m3u8#https://hnan.cloud/HK/AQtQ.m3u8
凤凰香港,http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8#http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8#https://hnan.cloud/HK/BSJE.m3u8
凤凰香港,http://198.16.106.62:8278/streams/d/hkphoenix_twn/playlist.m3u8
無綫新聞,http://www.nettvpro.live/hls/tvb.php?id=1#http://190.2.133.47:8278/streams/d/Inews/playlist.m3u8
無綫新聞,p5p://0198.02686.cc:16871/5d1a69dc000d64b611be7bef5757286e.ts

TVB1,p5p://0198.02686.cc:16871/5f39f86b000c14564aeb925c1456a710.ts
TVB J 2,http://flv3948069e.live.126.net/live/J255fdsfffe.flv
TVB J 2,p5p://0198.02686.cc:16871/5d1a6990000c457811bd52c53e48f6b9.ts
now新聞,p5p://0198.02686.cc:16871/5d1a69e80008b03211bea99a766f4b8a.ts#p5p://0198.02686.cc:16871/5e565c070000cb6f2d78cad5c040fa7b.ts
有线18台,p5p://0198.02686.cc:16871/5f2cc1110005f3a7174b593a4c9a9daf.ts
港台电视31,p5p://0198.02686.cc:16871/5d495caf000f16ce956b79188dfc18de.ts
TVB翡翠台,p5p://0198.02686.cc:16871/5f378d9b0003c2e4417a53bb22d95282.ts
TVB明珠台,p5p://0198.02686.cc:16871/5d1a69de0005348e11be81a666c79a56.ts

綜合娛樂台,rtmp://202.39.64.233/channel/60c2f289961593122ebaf8c1?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D#http://gslbmeiah.cdn.hk.chinamobile.com/livehls/MOB-CN/03.m3u8
財經資訊台,rtmp://202.39.64.233/channel/60c2d336961593122ebaf8bb?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
有線新聞台,rtmp://202.39.64.233/channel/60c2d2bd961593122ebaf8b7?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D#http://v3948069e.live.126.net/live/orpsipyh28783162/26.flv
有线体育台,rtmp://202.39.64.233/channel/60c2f2c0961593122ebaf8c3?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
有线 603台,rtmp://202.39.64.233/channel/60c2d3a9961593122ebaf8bd?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
Sport Plus1,rtmp://202.39.64.233/channel/60c2f2c0961593122ebaf8c3?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
东森新闻HD,rtmp://v3948069e.live.126.net:1935/live/upggmqyo05ddd276551/20210MGFOXZZDY-897899766509hi-TWDSXJT.ts-key=njkkmngyu97789j8t555fvjkollkkggbhiinTS96LLVBBGSBBFNNJGGHDDC?sig莴=lVUlre87cDwYsMWEE6MqP4EaSkWp5IK1jL4OtnHWtkU%3D11TTSSDDMS1QM1B3MVSB
华纳电影,https://www.livedoomovie.com/02_WarnerTVHD_720p/chunklist.m3u8

翡翠台,p3p://45.86.67.154:9906/60844ef400077701197290c30e102152.ts
TVBJ2,p3p://45.86.67.154:9906/60844f2800028baf19735aa0e40d40cd.ts
无线新闻,p3p://45.86.67.154:9906/60844f60000f3de4197438a0a92e37c2.ts
无线财经,p3p://45.86.67.154:9906/60844f87000b693d1974cffdba0f6bcd.ts
TVB明珠,p3p://45.86.67.154:9906/60844fb200062b981975769e89069430.ts
TVB明珠,p3p://45.86.67.154:9906/60aa2a800000269d11de299989fb0478.ts
Viu TV,p3p://45.86.67.154:9906/60844fdc00068f0919761ac739a03048.ts
有线新闻,p3p://45.86.67.154:9906/608450090003ff8b1976c9e718418647.ts
有线娱乐,p3p://45.86.67.154:9906/608450380000850a1977809b4fe5365e.ts
有线电影,p3p://45.86.67.154:9906/6084505d0006f73c197812cacc7933f8.ts
有线体育,p3p://45.86.67.154:9906/60845086000827b91978b340d60cdb0f.ts
有线18,p3p://45.86.67.154:9906/608450b6000894b319796edce760ab94.ts
有线603,p3p://45.86.67.154:9906/608450e100061ba2197a16328fac5d9c.ts
Now直播,p3p://45.86.67.154:9906/60845108000db4dd197ab07cd2dbd0cb.ts
Now新闻,p3p://45.86.67.154:9906/6084512d000af03f197b404eae0df361.ts
Now体育,p3p://45.86.67.154:9906/60845154000b8bd8197bd8ceb504ab78.ts
Now国际,p3p://45.86.67.154:9906/6084517a000bfc38197c6d5b1e0c7817.ts
开电视台,p3p://45.86.67.154:9906/608451a9000d91b7197d255bdd013d3b.ts
香港31台,p3p://45.86.67.154:9906/608451d90009336d197ddfbcd661ab4c.ts
香港32台,p3p://45.86.67.154:9906/608451fc0000757e197e6637ff376d2e.ts
凤凰资讯,p3p://45.86.67.154:9906/608452210008069f197ef8af4d11f006.ts
凤凰资讯,p3p://51.255.74.85:19906/5d9f8d6e000e19efe69ac87b63431404.ts
凤凰卫视,p3p://45.86.67.154:9906/6084524c00057d43197fa00128ec0137.ts
凤凰卫视,p3p://51.255.74.85:19906/5eef8e8a00011ee7cac5eb254a973474.ts
凤凰香港,p3p://45.86.67.154:9906/6084527400043dd819803befc821fb04.ts
凤凰香港,p3p://51.255.74.85:19906/5eef91070001fc02cacfa3ac5ea50663.ts
卫视卡式,p3p://45.86.67.154:9906/6085be6100016e3c052212b9cd6a5644.ts
TVB星河,p3p://45.86.67.154:9906/6085be88000bab9a0522adb0e44bbcda.ts
耀才财经,p3p://45.86.67.154:9906/60968944000b54a712dda01f7f2dda03.ts
TVB Drama US,p3p://45.86.67.154:9906/608458f1000b1592199995f8dbb28f55.ts
TVB E US,p3p://45.86.67.154:9906/60845918000e7640199a2f2d2eda6e26.ts
TVB 1 US,p3p://45.86.67.154:9906/608458c9000e9d4c1998fa9f5a776ab3.ts
TVB J1 US,p3p://45.86.67.154:9906/608458a2000bcdfa1998618f766f8696.ts
新时代 2,p3p://45.86.67.154:9906/60845f0d000cf43d19b173d26f8f213b.ts
新时代加东,p3p://45.86.67.154:9906/60845ebe00054aa719b03d44145763ed.ts
新时代加西,p3p://45.86.67.154:9906/60845ee50004769e19b0d566aec4a8ce.ts
凤凰美洲,p3p://45.86.67.154:9906/6096886a0002b49212da4a598f135311.ts

鳳凰中文,https://d16rr0jr5bkmtx.cloudfront.net/p3_cbr_lo_720p.m3u8#https://d16rr0jr5bkmtx.cloudfront.net/p3_cbr_lo.m3u8
鳳凰资讯,https://d158f3mdhc5kf4.cloudfront.net/p1_cbr_lo_720p.m3u8#https://d158f3mdhc5kf4.cloudfront.net/p1_cbr_lo.m3u8
鳳凰香港,https://d1rq1yf783ri9s.cloudfront.net/p2_cbr_lo_720p.m3u8#https://d1rq1yf783ri9s.cloudfront.net/p2_cbr_lo.m3u8


台湾,#genre#
台视HD,rtmp://161.202.204.248/sat/tv071
台视HD-1,rtmp://161.202.204.248:1935/sat/tv071
台视HD-2,rtmp://59.124.75.153/sat/tv071
中视,rtmp://161.202.204.248/sat/tv091
中视-1,rtmp://161.202.204.248:1935/sat/tv091
中视-2,rtmp://59.124.75.153/sat/tv091
华视,rtmp://161.202.204.248:1935/sat/tv111
华视-1,rtmp://161.202.204.248/sat/tv112
华视-2,rtmp://59.124.75.153/sat/tv111
公视,https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/PTS.m3u8
台视综合,rtmp://202.39.64.233/channel/60b4e50239e1b02e8b910c4a?sign=mcnHvuVPiT02cz%2F3BKScZixxpsjm297vC8HpmMQ2fS0%3D
纬来日本,rtmp://161.202.204.248:1935/sat/tv521
纬来日本-1,rtmp://161.202.204.248:1935/sat/tv522
纬来日本-2,rtmp://161.202.204.248/sat/tv522
纬来日本-3,rtmp://59.124.75.153:1935/sat/tv521
纬来育乐,rtmp://161.202.204.248/sat/tv701
纬来育乐-1,rtmp://161.202.204.248:1935/sat/tv701
纬来育乐-2,rtmp://59.124.75.153/sat/tv701
纬来育乐-3,rtmp://59.124.75.153:1935/sat/tv701
纬来体育,rtmp://161.202.204.248/sat/tv721
纬来体育-1,rtmp://161.202.204.248:1935/sat/tv721
纬来体育-2,rtmp://59.124.75.153/sat/tv721
纬来体育-3,rtmp://59.124.75.153:1935/sat/tv721
纬来体育-4,http://125.227.210.37:18358/VideoInput/play.ts
三立台湾,https://setlive-lh.akamaihd.net/i/settaiwan_1@301196/index_1080_av-b.m3u8?sd=10&amp;rebase=on
三立台湾-1,http://125.227.210.55:15714/VideoInput/play.ts
三立都会,https://setlive-lh.akamaihd.net/i/setmetro_1@132201/index_1080_av-b.m3u8?sd=10&amp;rebase=on
ELTA爱尔达影剧台,http://198.16.106.62:8278/streams/d/eltadrama_zero/playlist.m3u8
ELTA爱尔达综合台,http://198.16.106.62:8278/streams/d/eltazonghe_zero/playlist.m3u8
ELTA爱尔体育合1台,rtmp://59.124.75.153:1935/sat/md011
ELTA爱尔体育合3台,rtmp://59.124.75.153:1935/sat/md051
ELEVEN1体育,rtmp://161.202.204.248/sat/tv731
ELEVEN2体育,rtmp://161.202.204.248/sat/tv741
ELEVEN+,rtmp://59.124.75.153:1935/sat/md031
魅力足球,http://112.132.209.46/liveplay-kk.rtxapp.com/live/program/live/mlyyhd/4000000/mnf.m3u8
人间卫视,rtmp://161.202.204.248/sat/md041
优视频道,http://1-fss24-s0.streamhoster.com/lv_uchannel/_definst_/broadcast1/chunklist.m3u8
TVBS欢乐台,rtmp://161.202.204.248/sat/tv421
TVBS欢乐台-1,rtmp://59.124.75.153/sat/tv421
TVBS欢乐台-2,rtmp://59.124.75.153:1935/sat/tv421
中天娱乐台,http://125.227.210.55:15796/VideoInput/play.ts
TVBS新闻台,rtmp://161.202.204.248:1935/sat/tv551
TVBS新闻台-1,rtmp://59.124.75.153/sat/tv551
TVBS新闻台-2,rtmp://59.124.75.153:1935/sat/tv551
东森新闻,http://seb.sason.top/sc/dsxw_fhd.m3u8
东森财经新闻,rtmp://161.202.204.248:1935/sat/tv571
东森财经新闻-1,rtmp://59.124.75.153:1935/sat/tv571
年代新闻,http://125.227.210.55:11055/VideoInput/play.ts
年代新闻-1,http://125.227.210.37:11055/VideoInput/play.ts
非凡新闻,http://125.227.210.55:15078/VideoInput/play.ts
三立新闻,http://seb.sason.top/sc/sllive_fhd.m3u8
三立新闻-1,http://125.227.210.55:15589/VideoInput/play.ts
三立inews新闻,http://seb.sason.top/sc/slinews_fhd.m3u8
中天新闻,http://seb.sason.top/sc/ztxw_fhd.m3u8
壹电视新闻台,http://stream.nexttv.com.tw/n001/hd/live.m3u8
壹新闻台,http://stream.nexttv.com.tw/n001/hd/live.m3u8
壹新闻台-1,http://stream.nexttv.com.tw/n001/playlist.m3u8
台视新闻,http://seb.sason.top/sc/tsxw_fhd.m3u8
中视新闻,http://seb.sason.top/sc/zsxw_fhd.m3u8
东森财经新闻,http://seb.sason.top/sc/dscjxw_fhd.m3u8
彭博财经台,http://liveproduseast.akamaized.net/us/Channel-USTV-AWS-virginia-1/Source-USTV-1000-1_live.m3u8
原住民电视 (720p),http://streamipcf.akamaized.net/live/_definst_/live_720/key_b1500.m3u8
唯心电视,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
大爱1,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
